N	i	pyomo_ipopt	pyomo_status	pyomo_message	scipy_cobyla	scipy_status	scipy_message	equal_answers	RTO_pyomo	RTO_scipy	MARGIN_pyomo	MARGIN_scipy
10	0	0.03084	ok	optimal	0.00817	1	Optimization terminated successfully.	False	1640.972	1640.972	431.913	431.924
10	1	0.02368	ok	optimal	0.00766	1	Optimization terminated successfully.	False	2409.136	2409.136	531.019	531.013
10	2	0.0225	ok	optimal	0.00836	1	Optimization terminated successfully.	False	1687.395	1687.395	409.896	409.892
10	3	0.02357	ok	optimal	0.00791	1	Optimization terminated successfully.	False	1012.883	1012.883	190.832	190.836
10	4	0.02136	ok	optimal	0.03574	2	Maximum number of function evaluations has been exceeded.	True	1443.214	1443.079	273.34	273.34
10	5	0.02792	ok	optimal	0.04897	1	Optimization terminated successfully.	True	1915.201	1915.129	404.85	404.85
10	6	0.02686	ok	optimal	0.00537	1	Optimization terminated successfully.	False	2423.166	2423.166	666.74	666.74
10	7	0.02463	ok	optimal	0.00781	1	Optimization terminated successfully.	False	2348.033	2348.033	551.957	551.957
10	8	0.0236	ok	optimal	0.03459	2	Maximum number of function evaluations has been exceeded.	True	1540.138	1539.564	303.283	303.283
10	9	0.02413	ok	optimal	0.03478	2	Maximum number of function evaluations has been exceeded.	True	1686.293	1682.436	250.878	250.878
10	10	0.02818	ok	optimal	0.00682	1	Optimization terminated successfully.	False	2521.472	2521.472	474.209	474.235
10	11	0.0244	ok	optimal	0.00587	1	Optimization terminated successfully.	False	2228.23	2228.23	506.831	506.831
10	12	0.02608	ok	optimal	0.00885	1	Optimization terminated successfully.	False	1771.864	1771.864	333.013	332.993
10	13	0.02309	ok	optimal	0.03551	2	Maximum number of function evaluations has been exceeded.	True	1392.018	1391.464	332.392	332.392
10	14	0.02534	ok	optimal	0.02775	1	Optimization terminated successfully.	True	1351.951	1351.909	289.093	289.093
10	15	0.02617	ok	optimal	0.03758	2	Maximum number of function evaluations has been exceeded.	True	2179.327	2177.669	381.65	381.65
10	16	0.02429	ok	optimal	0.00731	1	Optimization terminated successfully.	False	2174.454	2174.454	396.596	396.596
10	17	0.02217	ok	optimal	0.01424	1	Optimization terminated successfully.	True	1330.439	1330.403	257.467	257.467
10	18	0.02274	ok	optimal	0.00985	1	Optimization terminated successfully.	True	1928.036	1927.928	356.593	356.593
10	19	0.02575	ok	optimal	0.00561	1	Optimization terminated successfully.	False	1489.257	1489.257	214.863	214.863
10	20	0.02334	ok	optimal	0.00863	1	Optimization terminated successfully.	False	1571.557	1571.557	281.759	281.748
10	21	0.0254	ok	optimal	0.00581	1	Optimization terminated successfully.	False	1817.426	1817.426	385.799	385.799
10	22	0.02441	ok	optimal	0.00858	1	Optimization terminated successfully.	False	1684.285	1684.285	360.356	360.383
10	23	0.02612	ok	optimal	0.00595	1	Optimization terminated successfully.	False	1462.523	1462.523	317.611	317.613
10	24	0.02367	ok	optimal	0.00889	1	Optimization terminated successfully.	True	2541.41	2541.227	456.642	456.642
10	25	0.02307	ok	optimal	0.00725	1	Optimization terminated successfully.	False	1944.318	1944.318	283.243	283.243
10	26	0.02355	ok	optimal	0.04066	2	Maximum number of function evaluations has been exceeded.	True	2886.456	2884.499	523.639	523.639
10	27	0.03067	ok	optimal	0.00605	1	Optimization terminated successfully.	False	1701.74	1701.74	441.445	441.445
10	28	0.02892	ok	optimal	0.00762	1	Optimization terminated successfully.	False	1839.841	1839.841	357.96	357.95
10	29	0.02155	ok	optimal	0.01879	1	Optimization terminated successfully.	True	1693.329	1693.324	359.943	359.943
15	0	0.02997	ok	optimal	0.01743	1	Optimization terminated successfully.	True	2735.192	2735.048	563.345	563.345
15	1	0.03141	ok	optimal	0.048	2	Maximum number of function evaluations has been exceeded.	True	3290.928	3252.818	488.662	488.662
15	2	0.02599	ok	optimal	0.04314	2	Maximum number of function evaluations has been exceeded.	True	2613.308	2594.508	445.711	445.711
15	3	0.02381	ok	optimal	0.01397	1	Optimization terminated successfully.	True	1838.697	1838.693	258.361	258.361
15	4	0.02563	ok	optimal	0.01483	1	Optimization terminated successfully.	True	2779.077	2778.991	295.425	295.425
15	5	0.02362	ok	optimal	0.01524	1	Optimization terminated successfully.	True	3627.697	3626.072	606.799	606.799
15	6	0.0279	ok	optimal	0.04073	2	Maximum number of function evaluations has been exceeded.	True	2769.602	2735.438	301.736	301.736
15	7	0.02472	ok	optimal	0.01472	1	Optimization terminated successfully.	True	2846.507	2844.78	450.417	450.417
15	8	0.02898	ok	optimal	0.01255	1	Optimization terminated successfully.	False	2720.159	2720.159	161.88	161.88
15	9	0.02977	ok	optimal	0.01579	1	Optimization terminated successfully.	False	2642.008	2642.008	432.141	432.117
15	10	0.03098	ok	optimal	0.01546	1	Optimization terminated successfully.	False	2795.758	2795.758	635.377	635.377
15	11	0.02446	ok	optimal	0.01234	1	Optimization terminated successfully.	True	4181.917	4181.911	712.538	712.538
15	12	0.02552	ok	optimal	0.01047	1	Optimization terminated successfully.	False	2417.873	2417.873	622.302	622.302
15	13	0.02398	ok	optimal	0.01592	1	Optimization terminated successfully.	True	3447.913	3447.611	543.792	543.792
15	14	0.02371	ok	optimal	0.04192	2	Maximum number of function evaluations has been exceeded.	True	2818.676	2809.298	484.096	484.116
15	15	0.02529	ok	optimal	0.04146	2	Maximum number of function evaluations has been exceeded.	True	2764.145	2738.98	521.206	521.21
15	16	0.02599	ok	optimal	0.04145	2	Maximum number of function evaluations has been exceeded.	True	2198.586	2193.825	437.258	437.258
15	17	0.02748	ok	optimal	0.01379	1	Optimization terminated successfully.	True	3282.771	3282.678	499.763	499.763
15	18	0.03103	ok	optimal	0.04942	2	Maximum number of function evaluations has been exceeded.	True	3560.256	3547.013	640.166	640.166
15	19	0.0292	ok	optimal	0.01465	1	Optimization terminated successfully.	False	2100.049	2100.049	517.53	517.522
15	20	0.02901	ok	optimal	0.00935	1	Optimization terminated successfully.	False	2531.603	2531.602	310.962	310.976
15	21	0.03145	ok	optimal	0.00874	1	Optimization terminated successfully.	False	2910.389	2910.389	701.475	701.475
15	22	0.03041	ok	optimal	0.02301	1	Optimization terminated successfully.	False	2273.123	2273.123	369.264	369.274
15	23	0.03453	ok	optimal	0.01128	1	Optimization terminated successfully.	True	2630.553	2629.954	488.676	498.418
15	24	0.02836	ok	optimal	0.04496	2	Maximum number of function evaluations has been exceeded.	True	3155.17	3097.439	399.704	399.704
15	25	0.02588	ok	optimal	0.01979	1	Optimization terminated successfully.	True	2109.196	2108.91	402.941	402.941
15	26	0.0292	ok	optimal	0.01599	1	Optimization terminated successfully.	True	4175.648	4174.68	672.214	672.214
15	27	0.03422	ok	optimal	0.01479	1	Optimization terminated successfully.	False	3003.541	3003.541	639.523	639.518
15	28	0.0387	ok	optimal	0.05017	2	Maximum number of function evaluations has been exceeded.	True	2422.038	2418.056	357.99	357.99
15	29	0.02573	ok	optimal	0.04377	2	Maximum number of function evaluations has been exceeded.	True	3063.703	3057.562	632.492	632.492
20	0	0.03743	ok	optimal	0.02403	1	Optimization terminated successfully.	False	3729.864	3729.864	741.048	741.048
20	1	0.03887	ok	optimal	0.07001	2	Maximum number of function evaluations has been exceeded.	True	3112.917	3108.68	599.349	599.349
20	2	0.02932	ok	optimal	0.0222	1	Optimization terminated successfully.	True	3383.746	3383.101	587.06	587.06
20	3	0.02707	ok	optimal	0.02073	1	Optimization terminated successfully.	False	2427.423	2427.423	444.208	444.21
20	4	0.03304	ok	optimal	0.02689	1	Optimization terminated successfully.	False	3422.104	3422.104	502.366	502.366
20	5	0.03076	ok	optimal	0.02375	1	Optimization terminated successfully.	True	4410.544	4402.922	864.059	864.059
20	6	0.02795	ok	optimal	0.05852	2	Maximum number of function evaluations has been exceeded.	True	3580.214	3571.29	713.647	713.647
20	7	0.03639	ok	optimal	0.06087	2	Maximum number of function evaluations has been exceeded.	True	2828.175	2814.661	451.141	451.141
20	8	0.03075	ok	optimal	0.05247	1	Optimization terminated successfully.	True	3524.487	3521.91	518.269	518.269
20	9	0.0317	ok	optimal	0.02492	1	Optimization terminated successfully.	True	3747.386	3747.352	848.636	848.636
20	10	0.02908	ok	optimal	0.05539	2	Maximum number of function evaluations has been exceeded.	True	4307.392	4251.108	849.526	849.53
20	11	0.02651	ok	optimal	0.05456	2	Maximum number of function evaluations has been exceeded.	True	4060.805	3985.062	881.097	881.098
20	12	0.02828	ok	optimal	0.06068	2	Maximum number of function evaluations has been exceeded.	True	4118.961	4098.29	752.073	752.085
20	13	0.03401	ok	optimal	0.03521	1	Optimization terminated successfully.	True	4065.828	4065.702	760.827	760.827
20	14	0.03331	ok	optimal	0.02559	1	Optimization terminated successfully.	True	4355.735	4355.734	738.46	738.46
20	15	0.02888	ok	optimal	0.02368	1	Optimization terminated successfully.	True	3373.945	3373.898	492.278	492.278
20	16	0.02871	ok	optimal	0.02412	1	Optimization terminated successfully.	True	3069.434	3066.452	612.297	612.297
20	17	0.03145	ok	optimal	0.03088	1	Optimization terminated successfully.	True	4352.025	4350.825	455.593	455.593
20	18	0.03026	ok	optimal	0.02418	1	Optimization terminated successfully.	True	4302.666	4302.101	803.983	803.983
20	19	0.02942	ok	optimal	0.02394	1	Optimization terminated successfully.	False	2856.15	2856.15	493.791	493.769
20	20	0.02824	ok	optimal	0.02407	1	Optimization terminated successfully.	True	3551.665	3551.634	681.053	681.053
20	21	0.0364	ok	optimal	0.02966	1	Optimization terminated successfully.	True	4226.718	4226.133	665.081	665.081
20	22	0.03198	ok	optimal	0.06513	2	Maximum number of function evaluations has been exceeded.	True	3057.154	3049.086	574.138	574.138
20	23	0.03009	ok	optimal	0.05962	1	Optimization terminated successfully.	True	3520.59	3516.182	728.216	728.216
20	24	0.03512	ok	optimal	0.03609	1	Optimization terminated successfully.	True	4657.965	4656.852	851.048	851.048
20	25	0.03493	ok	optimal	0.02926	1	Optimization terminated successfully.	True	3463.406	3463.378	596.692	596.692
20	26	0.04248	ok	optimal	0.07157	2	Maximum number of function evaluations has been exceeded.	True	3878.324	3867.604	617.385	617.385
20	27	0.03506	ok	optimal	0.0309	1	Optimization terminated successfully.	True	3507.798	3507.72	703.455	703.455
20	28	0.04639	ok	optimal	0.02941	1	Optimization terminated successfully.	False	3441.714	3441.714	695.967	695.948
20	29	0.03301	ok	optimal	0.06915	2	Maximum number of function evaluations has been exceeded.	True	3547.86	3539.559	527.412	527.412
25	0	0.03719	ok	optimal	0.05256	1	Optimization terminated successfully.	True	4575.404	4575.293	1067.892	1067.892
25	1	0.04081	ok	optimal	0.05529	1	Optimization terminated successfully.	False	4836.485	4836.485	849.367	849.34
25	2	0.04339	ok	optimal	0.08711	2	Maximum number of function evaluations has been exceeded.	True	4329.805	4286.043	580.2	580.2
25	3	0.03542	ok	optimal	0.04345	1	Optimization terminated successfully.	True	3567.402	3567.391	796.486	796.486
25	4	0.03283	ok	optimal	0.05369	1	Optimization terminated successfully.	True	4618.846	4617.501	986.45	986.45
25	5	0.0348	ok	optimal	0.08404	2	Maximum number of function evaluations has been exceeded.	True	5287.158	5132.751	1052.968	1052.969
25	6	0.03167	ok	optimal	0.09202	2	Maximum number of function evaluations has been exceeded.	True	4993.631	4951.909	762.036	762.036
25	7	0.04271	ok	optimal	0.049	1	Optimization terminated successfully.	False	5044.871	5044.871	1055.039	1055.054
25	8	0.02978	ok	optimal	0.08378	2	Maximum number of function evaluations has been exceeded.	True	3697.788	3697.431	794.826	794.826
25	9	0.02898	ok	optimal	0.10982	2	Maximum number of function evaluations has been exceeded.	True	5039.493	4936.686	1095.895	1095.895
25	10	0.05014	ok	optimal	0.05321	1	Optimization terminated successfully.	False	5502.595	5502.595	825.28	825.299
25	11	0.03927	ok	optimal	0.098	2	Maximum number of function evaluations has been exceeded.	True	5571.041	5505.246	1048.675	1048.68
25	12	0.04001	ok	optimal	0.04904	1	Optimization terminated successfully.	True	4811.054	4810.952	833.283	833.283
25	13	0.03789	ok	optimal	0.04732	1	Optimization terminated successfully.	True	6137.164	6112.952	898.67	898.67
25	14	0.03285	ok	optimal	0.0435	1	Optimization terminated successfully.	True	5072.992	5072.99	974.422	974.422
25	15	0.0362	ok	optimal	0.05287	1	Optimization terminated successfully.	True	4988.972	4988.4	868.365	868.365
25	16	0.0422	ok	optimal	0.07812	1	Optimization terminated successfully.	True	4095.386	4095.293	712.603	712.603
25	17	0.05078	ok	optimal	0.05641	1	Optimization terminated successfully.	True	4872.045	4869.034	832.184	832.184
25	18	0.04307	ok	optimal	0.09495	2	Maximum number of function evaluations has been exceeded.	True	5588.561	5442.369	842.008	842.008
25	19	0.03458	ok	optimal	0.09354	2	Maximum number of function evaluations has been exceeded.	True	4031.256	3998.534	637.105	637.105
25	20	0.03699	ok	optimal	0.05386	1	Optimization terminated successfully.	True	3901.889	3900.897	671.648	671.648
25	21	0.04402	ok	optimal	0.04194	1	Optimization terminated successfully.	False	4676.039	4676.039	903.0	902.969
25	22	0.04179	ok	optimal	0.08886	2	Maximum number of function evaluations has been exceeded.	True	3522.541	3511.455	415.703	415.703
25	23	0.03934	ok	optimal	0.05431	1	Optimization terminated successfully.	True	4515.852	4513.1	785.958	785.958
25	24	0.03264	ok	optimal	0.08409	2	Maximum number of function evaluations has been exceeded.	True	5472.376	5458.561	895.5	895.5
25	25	0.0398	ok	optimal	0.06972	1	Optimization terminated successfully.	True	4575.519	4555.053	682.374	682.374
25	26	0.03597	ok	optimal	0.0615	1	Optimization terminated successfully.	True	4331.157	4325.978	588.424	588.424
25	27	0.03685	ok	optimal	0.09572	2	Maximum number of function evaluations has been exceeded.	True	4593.702	4579.592	906.855	906.855
25	28	0.03463	ok	optimal	0.07979	2	Maximum number of function evaluations has been exceeded.	True	3951.992	3887.988	626.818	626.824
25	29	0.03804	ok	optimal	0.07882	2	Maximum number of function evaluations has been exceeded.	True	3989.247	3922.594	827.634	827.634
30	0	0.04237	ok	optimal	0.20027	2	Maximum number of function evaluations has been exceeded.	True	4902.652	4894.871	1082.834	1082.838
30	1	0.06964	ok	optimal	0.16563	2	Maximum number of function evaluations has been exceeded.	True	5325.192	5297.815	1255.579	1255.579
30	2	0.0727	ok	optimal	0.16643	2	Maximum number of function evaluations has been exceeded.	True	4605.343	4598.298	972.776	972.776
30	3	0.05474	ok	optimal	0.15888	1	Optimization terminated successfully.	True	5433.748	5428.042	1230.582	1230.582
30	4	0.04034	ok	optimal	0.12495	1	Optimization terminated successfully.	True	5647.738	5644.362	1320.716	1320.716
30	5	0.06579	ok	optimal	0.14767	2	Maximum number of function evaluations has been exceeded.	True	5048.361	4946.405	968.839	968.84
30	6	0.06331	ok	optimal	0.13059	2	Maximum number of function evaluations has been exceeded.	True	5747.878	5564.569	971.906	971.906
30	7	0.0318	ok	optimal	0.05277	1	Optimization terminated successfully.	False	5878.418	5878.418	985.392	985.392
30	8	0.03485	ok	optimal	0.13363	2	Maximum number of function evaluations has been exceeded.	True	4514.478	4490.896	510.365	510.369
30	9	0.03533	ok	optimal	0.10147	2	Maximum number of function evaluations has been exceeded.	True	6006.544	5929.734	990.598	990.602
30	10	0.03733	ok	optimal	0.06939	1	Optimization terminated successfully.	False	5575.191	5575.191	1309.109	1309.113
30	11	0.03937	ok	optimal	0.123	1	Optimization terminated successfully.	True	6749.096	6737.646	1195.032	1195.032
30	12	0.03637	ok	optimal	0.10682	2	Maximum number of function evaluations has been exceeded.	True	4990.821	4915.231	900.026	900.026
30	13	0.03199	ok	optimal	0.11964	2	Maximum number of function evaluations has been exceeded.	True	4964.399	4947.391	676.324	676.325
30	14	0.04935	ok	optimal	0.11853	2	Maximum number of function evaluations has been exceeded.	True	4366.518	4319.453	774.039	774.039
30	15	0.03262	ok	optimal	0.07972	1	Optimization terminated successfully.	True	5608.269	5607.932	1003.508	1003.508
30	16	0.07825	ok	optimal	0.1385	2	Maximum number of function evaluations has been exceeded.	True	5555.852	5529.709	1074.516	1074.517
30	17	0.10188	ok	optimal	0.11449	2	Maximum number of function evaluations has been exceeded.	True	5658.856	5386.394	974.209	974.209
30	18	0.03468	ok	optimal	0.07338	1	Optimization terminated successfully.	True	5543.736	5542.424	978.647	978.647
30	19	0.03351	ok	optimal	0.11217	2	Maximum number of function evaluations has been exceeded.	True	4977.602	4967.105	743.05	743.05
30	20	0.02951	ok	optimal	0.10217	2	Maximum number of function evaluations has been exceeded.	True	5457.149	5394.382	1136.889	1136.891
30	21	0.03602	ok	optimal	0.11058	1	Optimization terminated successfully.	True	7243.003	7242.802	1282.57	1282.57
30	22	0.04507	ok	optimal	0.08621	1	Optimization terminated successfully.	True	4641.298	4641.298	849.918	849.912
30	23	0.03535	ok	optimal	0.11865	2	Maximum number of function evaluations has been exceeded.	True	4680.185	4676.495	807.783	807.783
30	24	0.03673	ok	optimal	0.07295	1	Optimization terminated successfully.	False	6683.965	6683.965	1361.861	1361.821
30	25	0.0359	ok	optimal	0.0674	1	Optimization terminated successfully.	False	4550.344	4550.344	921.513	921.528
30	26	0.03377	ok	optimal	0.0745	1	Optimization terminated successfully.	True	5464.268	5463.923	814.092	814.092
30	27	0.03188	ok	optimal	0.06307	1	Optimization terminated successfully.	True	5903.63	5903.503	786.071	786.071
30	28	0.03063	ok	optimal	0.08109	1	Optimization terminated successfully.	True	5145.052	5143.278	993.216	993.216
30	29	0.03415	ok	optimal	0.10972	2	Maximum number of function evaluations has been exceeded.	True	5675.534	5647.117	1194.272	1194.272
35	0	0.04099	ok	optimal	0.13081	1	Optimization terminated successfully.	True	6185.531	6182.967	1399.51	1399.51
35	1	0.03511	ok	optimal	0.15696	1	Optimization terminated successfully.	False	7678.04	7678.04	1554.31	1554.332
35	2	0.03845	ok	optimal	0.09925	1	Optimization terminated successfully.	False	6397.613	6397.613	1116.494	1116.494
35	3	0.03258	ok	optimal	0.13566	1	Optimization terminated successfully.	False	6814.209	6814.209	1329.776	1329.797
35	4	0.03413	ok	optimal	0.13203	2	Maximum number of function evaluations has been exceeded.	True	7407.551	7329.963	1306.845	1306.845
35	5	0.03319	ok	optimal	0.11205	1	Optimization terminated successfully.	True	6424.353	6413.976	981.529	981.529
35	6	0.03573	ok	optimal	0.11244	1	Optimization terminated successfully.	True	5723.05	5717.111	961.698	961.698
35	7	0.03518	ok	optimal	0.11057	1	Optimization terminated successfully.	False	6767.058	6767.056	1303.718	1303.718
35	8	0.03478	ok	optimal	0.13131	1	Optimization terminated successfully.	False	5658.801	5658.801	1003.258	1003.261
35	9	0.04171	ok	optimal	0.13729	1	Optimization terminated successfully.	True	7039.546	7032.773	1003.606	1003.606
35	10	0.03631	ok	optimal	0.10581	1	Optimization terminated successfully.	True	6408.118	6408.094	985.589	985.589
35	11	0.03538	ok	optimal	0.14501	2	Maximum number of function evaluations has been exceeded.	True	7420.718	7362.205	1017.903	1017.903
35	12	0.03509	ok	optimal	0.11397	1	Optimization terminated successfully.	True	6178.688	6147.481	632.407	632.407
35	13	0.03595	ok	optimal	0.14435	2	Maximum number of function evaluations has been exceeded.	True	5533.51	5494.573	999.196	999.196
35	14	0.0428	ok	optimal	0.10649	1	Optimization terminated successfully.	True	5293.672	5293.61	1019.322	1019.322
35	15	0.03594	ok	optimal	0.14335	1	Optimization terminated successfully.	False	6547.215	6547.215	1369.119	1369.117
35	16	0.03513	ok	optimal	0.14669	2	Maximum number of function evaluations has been exceeded.	True	6535.839	6482.983	1268.87	1268.87
35	17	0.03163	ok	optimal	0.11616	1	Optimization terminated successfully.	True	6331.433	6316.649	879.281	879.281
35	18	0.03777	ok	optimal	0.1305	1	Optimization terminated successfully.	True	6311.478	6311.474	1156.709	1156.709
35	19	0.03794	ok	optimal	0.13964	2	Maximum number of function evaluations has been exceeded.	True	5372.805	5342.503	907.934	907.933
35	20	0.03682	ok	optimal	0.16498	2	Maximum number of function evaluations has been exceeded.	True	7936.434	7922.339	1613.148	1613.148
35	21	0.04015	ok	optimal	0.10388	1	Optimization terminated successfully.	True	8619.845	8618.401	1773.606	1773.606
35	22	0.03172	ok	optimal	0.15025	2	Maximum number of function evaluations has been exceeded.	True	5218.542	5180.905	1101.944	1101.974
35	23	0.03963	ok	optimal	0.16795	2	Maximum number of function evaluations has been exceeded.	True	5249.935	5246.505	767.742	767.742
35	24	0.03418	ok	optimal	0.14788	1	Optimization terminated successfully.	True	6567.509	6566.712	1335.877	1335.877
35	25	0.07593	ok	optimal	0.18251	2	Maximum number of function evaluations has been exceeded.	True	4906.0	4893.364	1152.311	1152.311
35	26	0.01844	ok	optimal	0.12926	1	Optimization terminated successfully.	False	6880.173	6880.173	1267.3	1267.306
35	27	0.04069	ok	optimal	0.20167	1	Optimization terminated successfully.	True	6953.916	6930.683	959.311	959.311
35	28	0.0402	ok	optimal	0.12794	1	Optimization terminated successfully.	True	7309.337	7306.475	1137.785	1137.785
35	29	0.03416	ok	optimal	0.16395	2	Maximum number of function evaluations has been exceeded.	True	5909.292	5867.649	1011.057	1011.057
40	0	0.06817	ok	optimal	0.23517	2	Maximum number of function evaluations has been exceeded.	True	6929.929	6879.026	1325.705	1325.705
40	1	0.04523	ok	optimal	0.16609	1	Optimization terminated successfully.	True	8672.412	8672.242	1644.858	1644.858
40	2	0.04919	ok	optimal	0.19479	1	Optimization terminated successfully.	True	8622.95	8622.683	745.086	745.086
40	3	0.04177	ok	optimal	0.23573	1	Optimization terminated successfully.	False	8424.374	8424.374	1460.513	1460.531
40	4	0.04377	ok	optimal	0.28459	1	Optimization terminated successfully.	True	7763.875	7761.619	1375.346	1375.346
40	5	0.04677	ok	optimal	0.19741	2	Maximum number of function evaluations has been exceeded.	True	7329.06	7246.816	1235.757	1235.757
40	6	0.03961	ok	optimal	0.18507	2	Maximum number of function evaluations has been exceeded.	True	7485.767	7402.798	1385.506	1385.538
40	7	0.04106	ok	optimal	0.25452	1	Optimization terminated successfully.	True	8327.036	8317.824	1724.211	1724.211
40	8	0.04701	ok	optimal	0.20732	1	Optimization terminated successfully.	True	7151.655	7151.654	1236.925	1236.925
40	9	0.04358	ok	optimal	0.22425	2	Maximum number of function evaluations has been exceeded.	True	6991.084	6980.471	1229.44	1229.44
40	10	0.04417	ok	optimal	0.21596	1	Optimization terminated successfully.	True	7415.246	7415.211	1305.227	1305.227
40	11	0.05639	ok	optimal	0.24874	2	Maximum number of function evaluations has been exceeded.	True	8408.837	8395.596	1145.304	1145.304
40	12	0.03815	ok	optimal	0.20516	2	Maximum number of function evaluations has been exceeded.	True	7509.13	7441.72	1192.535	1192.535
40	13	0.04164	ok	optimal	0.1813	1	Optimization terminated successfully.	True	6630.757	6626.478	1138.534	1138.534
40	14	0.0423	ok	optimal	0.16455	1	Optimization terminated successfully.	False	7490.025	7490.025	1359.751	1359.742
40	15	0.04268	ok	optimal	0.22772	1	Optimization terminated successfully.	True	6336.552	6334.402	1174.323	1174.323
40	16	0.03629	ok	optimal	0.19748	2	Maximum number of function evaluations has been exceeded.	True	6488.382	6426.178	1294.46	1294.46
40	17	0.04676	ok	optimal	0.2073	2	Maximum number of function evaluations has been exceeded.	True	7343.24	7293.385	1207.184	1207.184
40	18	0.03825	ok	optimal	0.27495	2	Maximum number of function evaluations has been exceeded.	True	7652.112	7615.524	1461.183	1461.183
40	19	0.0359	ok	optimal	0.20188	2	Maximum number of function evaluations has been exceeded.	True	5802.022	5777.255	1128.151	1128.151
40	20	0.03646	ok	optimal	0.20097	1	Optimization terminated successfully.	True	9530.598	9529.459	1484.852	1484.852
40	21	0.04016	ok	optimal	0.27788	2	Maximum number of function evaluations has been exceeded.	True	9702.894	9697.335	1661.663	1661.663
40	22	0.06155	ok	optimal	0.23943	1	Optimization terminated successfully.	False	6632.629	6632.629	1458.86	1458.87
40	23	0.03989	ok	optimal	0.19023	1	Optimization terminated successfully.	True	6109.808	6108.343	1135.039	1135.039
40	24	0.03803	ok	optimal	0.20606	1	Optimization terminated successfully.	True	8027.984	8020.51	1553.906	1553.906
40	25	0.03709	ok	optimal	0.18858	2	Maximum number of function evaluations has been exceeded.	True	6889.737	6671.175	1106.331	1106.331
40	26	0.0438	ok	optimal	0.24679	2	Maximum number of function evaluations has been exceeded.	False	7900.363	7900.363	1478.349	1478.222
40	27	0.03395	ok	optimal	0.17689	2	Maximum number of function evaluations has been exceeded.	True	6885.944	6473.075	1200.855	1200.855
40	28	0.03596	ok	optimal	0.23735	2	Maximum number of function evaluations has been exceeded.	True	8032.01	8010.034	1644.189	1644.189
40	29	0.04738	ok	optimal	0.17102	1	Optimization terminated successfully.	True	8677.49	8677.062	1879.879	1879.879
45	0	0.04639	ok	optimal	0.32807	1	Optimization terminated successfully.	True	8549.47	8547.478	1325.961	1325.961
45	1	0.03928	ok	optimal	0.28045	1	Optimization terminated successfully.	True	9185.48	9167.623	1578.596	1578.596
45	2	0.04349	ok	optimal	0.31025	1	Optimization terminated successfully.	False	9462.23	9462.23	1954.578	1954.601
45	3	0.04698	ok	optimal	0.32088	1	Optimization terminated successfully.	True	9087.996	9083.294	1674.844	1674.844
45	4	0.03844	ok	optimal	0.29155	1	Optimization terminated successfully.	True	7725.458	7725.369	1434.583	1434.583
45	5	0.04104	ok	optimal	0.27386	2	Maximum number of function evaluations has been exceeded.	True	9000.756	8939.166	1461.558	1461.558
45	6	0.04695	ok	optimal	0.29161	2	Maximum number of function evaluations has been exceeded.	True	8694.933	8670.302	1916.941	1916.941
45	7	0.04574	ok	optimal	0.27464	1	Optimization terminated successfully.	True	8524.544	8520.685	1827.125	1827.125
45	8	0.0487	ok	optimal	0.33079	2	Maximum number of function evaluations has been exceeded.	False	8929.524	8929.524	1736.153	1736.162
45	9	0.04306	ok	optimal	0.36503	2	Maximum number of function evaluations has been exceeded.	True	7705.565	7671.525	1050.269	1050.269
45	10	0.04096	ok	optimal	0.29487	1	Optimization terminated successfully.	True	8878.155	8877.657	1850.79	1850.79
45	11	0.04107	ok	optimal	0.26796	2	Maximum number of function evaluations has been exceeded.	True	8293.545	8127.297	1638.976	1638.976
45	12	0.04154	ok	optimal	0.39195	1	Optimization terminated successfully.	True	8969.982	8959.412	1387.525	1387.525
45	13	0.03866	ok	optimal	0.27974	2	Maximum number of function evaluations has been exceeded.	True	7707.822	7682.509	990.216	990.216
45	14	0.04017	ok	optimal	0.3751	1	Optimization terminated successfully.	True	9315.358	9313.767	1514.963	1514.963
45	15	0.04786	ok	optimal	0.41349	2	Maximum number of function evaluations has been exceeded.	True	7145.872	7140.838	1168.768	1168.768
45	16	0.03778	ok	optimal	0.26609	2	Maximum number of function evaluations has been exceeded.	True	8188.272	8106.258	1111.405	1111.405
45	17	0.04051	ok	optimal	0.29638	1	Optimization terminated successfully.	True	8527.182	8527.18	1623.797	1623.797
45	18	0.04449	ok	optimal	0.36818	2	Maximum number of function evaluations has been exceeded.	True	8587.503	8545.936	1600.938	1600.938
45	19	0.03972	ok	optimal	0.30295	1	Optimization terminated successfully.	True	7251.964	7246.93	1186.33	1186.33
45	20	0.04178	ok	optimal	0.29281	1	Optimization terminated successfully.	True	11111.297	11094.276	1782.883	1782.883
45	21	0.03941	ok	optimal	0.26501	1	Optimization terminated successfully.	True	9472.83	9450.251	1702.019	1702.019
45	22	0.04122	ok	optimal	0.29105	2	Maximum number of function evaluations has been exceeded.	True	7609.977	7524.891	1428.425	1428.425
45	23	0.04314	ok	optimal	0.30387	1	Optimization terminated successfully.	True	6661.171	6660.183	954.441	954.441
45	24	0.05451	ok	optimal	0.28212	2	Maximum number of function evaluations has been exceeded.	True	9489.834	9315.115	1709.765	1709.772
45	25	0.04509	ok	optimal	0.29259	1	Optimization terminated successfully.	False	7852.946	7852.946	1446.826	1446.836
45	26	0.03842	ok	optimal	0.32457	2	Maximum number of function evaluations has been exceeded.	False	10020.073	10020.073	1872.283	1872.385
