N	i	pyomo_ipopt	pyomo_status	pyomo_message	scipy_cobyla	scipy_status	scipy_message	equal_answers	RTO_pyomo	RTO_scipy	MARGIN_pyomo	MARGIN_scipy
70	5	0.05319	ok	optimal	0.95315	2	Maximum number of function evaluations has been exceeded.	True	14956.039	14734.256	2637.987	2637.987
70	6	0.05483	ok	optimal	1.16769	2	Maximum number of function evaluations has been exceeded.	True	16397.445	16392.061	2786.698	2786.698
70	7	0.05199	ok	optimal	0.01109	5	NaN result encountered.	True	14095.579	12030.908	1854.758	1923.46
70	8	0.05661	ok	optimal	1.09697	2	Maximum number of function evaluations has been exceeded.	True	12924.329	12919.367	2067.623	2067.623
70	9	0.04552	ok	optimal	0.89398	2	Maximum number of function evaluations has been exceeded.	True	13545.136	13258.623	2274.573	2274.573
70	10	0.04971	ok	optimal	1.3013	2	Maximum number of function evaluations has been exceeded.	True	14234.842	14233.773	2929.993	2929.993
70	11	0.05196	ok	optimal	1.06467	2	Maximum number of function evaluations has been exceeded.	True	15690.419	15504.075	2567.5	2567.5
70	12	0.04699	ok	optimal	0.92484	2	Maximum number of function evaluations has been exceeded.	True	13126.832	13095.597	2326.059	2326.06
70	13	0.04707	ok	optimal	1.05999	2	Maximum number of function evaluations has been exceeded.	True	12887.667	12885.788	2423.493	2423.535
70	14	0.04907	ok	optimal	1.0308	2	Maximum number of function evaluations has been exceeded.	True	12995.575	12995.398	2363.55	2363.55
70	15	0.05061	ok	optimal	1.04744	2	Maximum number of function evaluations has been exceeded.	True	12236.126	12236.122	2531.33	2531.164
70	16	0.04611	ok	optimal	0.91577	2	Maximum number of function evaluations has been exceeded.	True	12394.347	12359.408	2033.44	2033.44
70	17	0.05169	ok	optimal	0.01223	5	NaN result encountered.	True	14533.261	13353.26	2549.023	2874.166
70	18	0.04674	ok	optimal	1.03806	2	Maximum number of function evaluations has been exceeded.	True	14531.321	14528.64	2551.314	2551.314
70	19	0.05092	ok	optimal	1.01967	2	Maximum number of function evaluations has been exceeded.	True	11768.752	11763.165	2083.02	2083.02
70	20	0.04864	ok	optimal	0.90634	2	Maximum number of function evaluations has been exceeded.	True	13352.99	13273.984	2601.717	2601.718
70	21	0.04777	ok	optimal	1.00833	2	Maximum number of function evaluations has been exceeded.	True	13972.261	13960.216	2599.275	2599.275
70	22	0.05005	ok	optimal	0.93782	2	Maximum number of function evaluations has been exceeded.	True	11613.988	11431.073	2049.956	2049.956
70	23	0.10121	ok	optimal	1.00464	2	Maximum number of function evaluations has been exceeded.	True	13772.046	13732.222	2323.683	2323.683
70	24	0.05669	ok	optimal	0.84176	2	Maximum number of function evaluations has been exceeded.	True	13833.24	13665.907	1957.674	1957.69
70	25	0.04702	ok	optimal	0.97716	2	Maximum number of function evaluations has been exceeded.	True	12139.453	12137.031	1699.268	1699.27
70	26	0.04628	ok	optimal	0.84142	2	Maximum number of function evaluations has been exceeded.	True	15266.609	14972.117	2386.916	2386.973
70	27	0.04683	ok	optimal	0.8166	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	11222.747	10800.404	1940.245	1940.243
70	28	0.0518	ok	optimal	1.03945	2	Maximum number of function evaluations has been exceeded.	True	11029.982	11025.513	2263.728	2263.728
70	29	0.05096	ok	optimal	1.01858	2	Maximum number of function evaluations has been exceeded.	True	15520.027	15502.956	2365.082	2365.082
75	0	0.05694	ok	optimal	1.09528	2	Maximum number of function evaluations has been exceeded.	True	14843.747	14706.341	2611.475	2611.479
75	1	0.04977	ok	optimal	1.04448	2	Maximum number of function evaluations has been exceeded.	True	13937.544	13811.71	2719.839	2719.857
75	2	0.05215	ok	optimal	1.27647	2	Maximum number of function evaluations has been exceeded.	True	15462.637	15443.365	2925.504	2925.504
75	3	0.05213	ok	optimal	1.1384	2	Maximum number of function evaluations has been exceeded.	True	11545.736	11509.718	1982.152	1982.152
75	4	0.04924	ok	optimal	1.11576	2	Maximum number of function evaluations has been exceeded.	True	14163.766	14039.75	2530.604	2530.604
75	5	0.05112	ok	optimal	1.1745	2	Maximum number of function evaluations has been exceeded.	True	16203.226	16185.845	3014.086	3014.086
75	6	0.05279	ok	optimal	1.06756	2	Maximum number of function evaluations has been exceeded.	True	17304.665	16724.456	2514.039	2514.039
75	7	0.04846	ok	optimal	0.01401	5	NaN result encountered.	True	13611.038	11950.42	2068.255	2121.571
75	8	0.05076	ok	optimal	1.18885	2	Maximum number of function evaluations has been exceeded.	True	13012.254	13003.069	2130.968	2130.968
75	9	0.04861	ok	optimal	1.30548	2	Maximum number of function evaluations has been exceeded.	True	15292.065	15291.983	2393.8	2393.8
75	10	0.05059	ok	optimal	1.2533	2	Maximum number of function evaluations has been exceeded.	True	15575.977	15569.358	3120.311	3120.311
75	11	0.05247	ok	optimal	1.24898	2	Maximum number of function evaluations has been exceeded.	True	16257.921	16238.337	2765.099	2765.099
75	12	0.04737	ok	optimal	1.13043	2	Maximum number of function evaluations has been exceeded.	True	14231.731	14186.377	2410.249	2410.345
75	13	0.04875	ok	optimal	1.18432	2	Maximum number of function evaluations has been exceeded.	True	14606.788	14586.596	2723.348	2723.348
75	14	0.04728	ok	optimal	1.26751	2	Maximum number of function evaluations has been exceeded.	True	14576.278	14573.856	2383.582	2383.583
75	15	0.05089	ok	optimal	1.20928	2	Maximum number of function evaluations has been exceeded.	True	13693.448	13686.736	3001.13	3001.13
75	16	0.04963	ok	optimal	1.2152	2	Maximum number of function evaluations has been exceeded.	True	13265.196	13255.793	2298.073	2298.073
75	17	0.04931	ok	optimal	1.15407	2	Maximum number of function evaluations has been exceeded.	True	15297.993	15272.968	2624.315	2624.315
75	18	0.04941	ok	optimal	1.01877	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	15615.582	15382.168	2871.035	2871.108
75	19	0.05323	ok	optimal	1.25574	2	Maximum number of function evaluations has been exceeded.	True	14240.31	14240.275	2701.875	2701.954
75	20	0.05209	ok	optimal	1.0367	2	Maximum number of function evaluations has been exceeded.	True	14713.531	14565.383	2401.167	2401.173
75	21	0.05709	ok	optimal	1.25558	2	Maximum number of function evaluations has been exceeded.	True	15122.464	15079.707	3002.018	3002.018
75	22	0.04515	ok	optimal	1.13035	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	12768.894	12594.674	1962.895	1962.894
75	23	0.05091	ok	optimal	1.24956	2	Maximum number of function evaluations has been exceeded.	True	13475.624	13475.616	2747.417	2747.423
75	24	0.05124	ok	optimal	1.07405	2	Maximum number of function evaluations has been exceeded.	True	14457.469	14412.979	2388.709	2388.711
75	25	0.04793	ok	optimal	1.20505	2	Maximum number of function evaluations has been exceeded.	True	12328.777	12309.405	2444.857	2444.857
75	26	0.04817	ok	optimal	1.13522	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	16499.641	16476.594	2558.098	2558.202
75	27	0.04788	ok	optimal	1.01228	2	Maximum number of function evaluations has been exceeded.	True	12134.216	11976.386	1721.897	1721.897
75	28	0.05035	ok	optimal	1.1659	2	Maximum number of function evaluations has been exceeded.	True	12601.053	12577.387	2498.797	2498.797
75	29	0.05672	ok	optimal	1.04702	2	Maximum number of function evaluations has been exceeded.	True	15982.483	15848.583	2660.756	2660.76
80	0	0.05162	ok	optimal	1.28582	2	Maximum number of function evaluations has been exceeded.	True	15496.266	15326.41	2708.335	2708.344
80	1	0.05396	ok	optimal	1.26961	2	Maximum number of function evaluations has been exceeded.	True	15167.213	15053.863	2961.799	2961.821
80	2	0.05062	ok	optimal	1.44424	2	Maximum number of function evaluations has been exceeded.	True	16661.704	16629.791	2854.875	2854.875
80	3	0.0479	ok	optimal	1.32474	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	12875.766	12840.884	2209.138	2209.196
80	4	0.05051	ok	optimal	1.31883	2	Maximum number of function evaluations has been exceeded.	True	14350.696	14293.545	2989.921	2989.923
80	5	0.05106	ok	optimal	0.01874	5	NaN result encountered.	True	18063.472	16647.329	3028.156	3248.824
80	6	0.05192	ok	optimal	1.32243	2	Maximum number of function evaluations has been exceeded.	True	17518.331	17403.314	2747.797	2747.798
80	7	0.05692	ok	optimal	1.42154	2	Maximum number of function evaluations has been exceeded.	True	14833.189	14821.92	2439.294	2439.299
80	8	0.05865	ok	optimal	1.39317	2	Maximum number of function evaluations has been exceeded.	True	13698.611	13685.963	2218.351	2218.352
80	9	0.05051	ok	optimal	1.37698	2	Maximum number of function evaluations has been exceeded.	True	16091.831	16056.397	3140.248	3140.551
80	10	0.05445	ok	optimal	1.503	2	Maximum number of function evaluations has been exceeded.	True	16259.187	16252.461	3359.205	3359.205
80	11	0.05041	ok	optimal	1.26713	2	Maximum number of function evaluations has been exceeded.	True	16935.266	16598.355	2363.315	2363.318
80	12	0.04936	ok	optimal	1.17442	2	Maximum number of function evaluations has been exceeded.	True	15809.91	15641.682	2692.503	2692.505
80	13	0.11234	ok	optimal	1.24514	2	Maximum number of function evaluations has been exceeded.	True	18071.514	16741.43	3089.658	3089.659
80	14	0.05403	ok	optimal	1.39454	2	Maximum number of function evaluations has been exceeded.	True	14931.665	14905.58	3045.672	3045.68
80	15	0.053	ok	optimal	1.48979	2	Maximum number of function evaluations has been exceeded.	True	14980.948	14979.501	2915.315	2915.316
80	16	0.05152	ok	optimal	1.59513	2	Maximum number of function evaluations has been exceeded.	True	15158.45	15158.444	3178.776	3178.949
80	17	0.05042	ok	optimal	1.25237	2	Maximum number of function evaluations has been exceeded.	True	17147.746	16818.273	2777.427	2777.446
80	18	0.04773	ok	optimal	1.27757	2	Maximum number of function evaluations has been exceeded.	True	16828.968	16704.128	2908.656	2908.677
80	19	0.04947	ok	optimal	1.36918	2	Maximum number of function evaluations has been exceeded.	True	15571.344	15514.729	2882.326	2882.326
80	20	0.05336	ok	optimal	1.18287	2	Maximum number of function evaluations has been exceeded.	True	15012.009	14567.674	2646.035	2646.036
80	21	0.05275	ok	optimal	1.45475	2	Maximum number of function evaluations has been exceeded.	True	15240.413	15229.329	3140.4	3140.4
80	22	0.05131	ok	optimal	1.17012	2	Maximum number of function evaluations has been exceeded.	True	13424.349	12925.787	2282.884	2282.886
80	23	0.04653	ok	optimal	1.23607	2	Maximum number of function evaluations has been exceeded.	True	14060.063	13804.132	2241.134	2241.136
80	24	0.05661	ok	optimal	1.40145	2	Maximum number of function evaluations has been exceeded.	True	15920.812	15839.753	2697.422	2697.423
80	25	0.0511	ok	optimal	1.52338	2	Maximum number of function evaluations has been exceeded.	True	12793.012	12792.644	2542.887	2542.89
80	26	0.05144	ok	optimal	1.24833	2	Maximum number of function evaluations has been exceeded.	True	16027.963	15882.965	2703.68	2703.683
80	27	0.05153	ok	optimal	1.28991	2	Maximum number of function evaluations has been exceeded.	True	12562.677	12433.41	2249.135	2249.135
80	28	0.05359	ok	optimal	1.42405	2	Maximum number of function evaluations has been exceeded.	True	13109.963	13105.662	2489.836	2489.836
80	29	0.05308	ok	optimal	1.44329	2	Maximum number of function evaluations has been exceeded.	True	16951.068	16903.597	3038.53	3038.531
85	0	0.05303	ok	optimal	1.57966	2	Maximum number of function evaluations has been exceeded.	True	17960.609	17861.655	2830.957	2830.957
85	1	0.05177	ok	optimal	1.53219	2	Maximum number of function evaluations has been exceeded.	True	16894.821	16838.873	3114.615	3114.722
85	2	0.05221	ok	optimal	1.56892	2	Maximum number of function evaluations has been exceeded.	True	17253.357	17012.252	3034.685	3034.686
85	3	0.04866	ok	optimal	1.47033	2	Maximum number of function evaluations has been exceeded.	True	13239.827	13122.942	2441.075	2441.077
85	4	0.05129	ok	optimal	1.73327	2	Maximum number of function evaluations has been exceeded.	True	14543.063	14535.036	2427.758	2427.762
85	5	0.05343	ok	optimal	1.71259	2	Maximum number of function evaluations has been exceeded.	True	20284.691	20269.388	3030.968	3030.978
85	6	0.06562	ok	optimal	1.69977	2	Maximum number of function evaluations has been exceeded.	True	16854.772	16815.934	2981.887	2981.888
85	7	0.05254	ok	optimal	1.69254	2	Maximum number of function evaluations has been exceeded.	True	14920.154	14909.025	2725.07	2725.071
85	8	0.05542	ok	optimal	1.64456	2	Maximum number of function evaluations has been exceeded.	True	13956.958	13921.88	2820.241	2820.244
85	9	0.05227	ok	optimal	1.80843	2	Maximum number of function evaluations has been exceeded.	True	18512.365	18509.544	3113.697	3113.698
85	10	0.05105	ok	optimal	1.40005	2	Maximum number of function evaluations has been exceeded.	True	17540.908	17007.677	3462.858	3462.859
85	11	0.05378	ok	optimal	1.66455	2	Maximum number of function evaluations has been exceeded.	True	18245.239	18201.219	3389.944	3389.945
85	12	0.05015	ok	optimal	1.40304	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	16477.033	16048.133	2672.653	2672.759
85	13	0.05156	ok	optimal	1.71514	2	Maximum number of function evaluations has been exceeded.	True	17688.126	17669.609	2474.342	2474.347
85	14	0.0601	ok	optimal	1.74459	2	Maximum number of function evaluations has been exceeded.	True	16169.369	16113.884	2739.785	2739.786
85	15	0.0542	ok	optimal	1.85338	2	Maximum number of function evaluations has been exceeded.	True	17482.969	17482.933	3068.189	3064.04
85	16	0.05182	ok	optimal	1.70453	2	Maximum number of function evaluations has been exceeded.	True	16002.84	16002.644	2970.883	2970.893
85	17	0.05535	ok	optimal	1.51126	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	16938.237	16892.979	2793.585	2793.585
85	18	0.05517	ok	optimal	1.77107	2	Maximum number of function evaluations has been exceeded.	True	17071.039	17067.534	3031.342	3031.343
85	19	0.05572	ok	optimal	1.68309	2	Maximum number of function evaluations has been exceeded.	True	14863.192	14857.502	2648.905	2648.907
85	20	0.04838	ok	optimal	1.29826	2	Maximum number of function evaluations has been exceeded.	True	17133.195	16326.111	2790.221	2790.223
85	21	0.06133	ok	optimal	1.69273	2	Maximum number of function evaluations has been exceeded.	True	17122.503	17062.306	3253.626	3253.631
85	22	0.05394	ok	optimal	1.65098	2	Maximum number of function evaluations has been exceeded.	True	14499.484	14444.981	2394.867	2394.867
85	23	0.04862	ok	optimal	1.72694	2	Maximum number of function evaluations has been exceeded.	True	14376.224	14353.831	2926.233	2926.233
85	24	0.05121	ok	optimal	0.01469	5	NaN result encountered.	True	17484.83	15425.046	3124.756	3180.803
85	25	0.05241	ok	optimal	1.58201	2	Maximum number of function evaluations has been exceeded.	True	14190.504	14123.146	2680.085	2680.085
85	26	0.05476	ok	optimal	1.50027	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	16710.24	16406.153	3236.51	3236.893
85	27	0.12039	ok	optimal	1.59057	2	Maximum number of function evaluations has been exceeded.	True	13764.774	13252.133	2299.156	2299.158
85	28	0.05435	ok	optimal	2.00892	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	14789.761	14763.251	2180.342	2180.341
85	29	0.06394	ok	optimal	1.90206	2	Maximum number of function evaluations has been exceeded.	True	17750.001	17667.336	3141.522	3141.522
90	0	0.06897	ok	optimal	1.95266	2	Maximum number of function evaluations has been exceeded.	True	18114.397	17948.399	2809.605	2809.613
90	1	0.0597	ok	optimal	2.28483	2	Maximum number of function evaluations has been exceeded.	True	17945.516	17767.513	3374.794	3374.794
90	2	0.06306	ok	optimal	1.9282	2	Maximum number of function evaluations has been exceeded.	True	17252.462	16835.442	3151.601	3151.63
90	3	0.05236	ok	optimal	0.01941	5	NaN result encountered.	True	15111.562	13856.728	2568.006	2667.998
90	4	0.0505	ok	optimal	2.13835	2	Maximum number of function evaluations has been exceeded.	True	16528.967	16496.389	2623.031	2623.033
90	5	0.05571	ok	optimal	1.81524	2	Maximum number of function evaluations has been exceeded.	True	19618.448	19358.002	2887.786	2887.786
90	6	0.06123	ok	optimal	2.00994	2	Maximum number of function evaluations has been exceeded.	True	17213.12	17010.793	2848.764	2848.765
90	7	0.05917	ok	optimal	2.11412	2	Maximum number of function evaluations has been exceeded.	True	17363.157	17349.658	2996.34	2996.342
90	8	0.0532	ok	optimal	2.13071	2	Maximum number of function evaluations has been exceeded.	True	15263.947	15250.007	2609.255	2609.255
90	9	0.05268	ok	optimal	2.01948	2	Maximum number of function evaluations has been exceeded.	True	18820.272	18737.125	3526.467	3526.528
90	10	0.05568	ok	optimal	1.94544	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	19080.864	18917.012	3269.167	3269.385
90	11	0.0637	ok	optimal	2.3322	2	Maximum number of function evaluations has been exceeded.	True	17991.032	17991.01	3349.383	3348.6
90	12	0.05548	ok	optimal	1.84822	2	Maximum number of function evaluations has been exceeded.	True	17238.012	17034.441	3139.977	3139.979
90	13	0.05414	ok	optimal	2.10988	2	Maximum number of function evaluations has been exceeded.	True	17215.684	17199.503	2887.122	2887.122
90	14	0.05847	ok	optimal	2.23822	2	Maximum number of function evaluations has been exceeded.	True	17223.894	17219.602	2656.705	2656.706
90	15	0.06054	ok	optimal	0.02194	5	NaN result encountered.	True	18553.888	17682.62	3296.486	3444.769
90	16	0.05341	ok	optimal	1.90569	2	Maximum number of function evaluations has been exceeded.	True	16469.494	16342.754	3464.812	3464.814
90	17	0.05983	ok	optimal	2.20991	2	Maximum number of function evaluations has been exceeded.	True	17060.137	17019.22	2968.968	2968.97
90	18	0.05278	ok	optimal	1.93932	2	Maximum number of function evaluations has been exceeded.	True	18877.773	18843.545	2934.526	2934.527
90	19	0.05688	ok	optimal	2.23713	2	Maximum number of function evaluations has been exceeded.	True	16797.452	16795.126	2532.622	2532.63
90	20	0.05386	ok	optimal	2.11551	2	Maximum number of function evaluations has been exceeded.	True	17905.796	17868.169	2807.292	2807.302
90	21	0.05336	ok	optimal	1.78313	2	Maximum number of function evaluations has been exceeded.	True	18234.836	18050.705	3634.413	3634.415
90	22	0.05735	ok	optimal	2.41301	2	Maximum number of function evaluations has been exceeded.	True	15335.044	15331.812	2756.162	2756.169
90	23	0.06092	ok	optimal	2.22548	2	Maximum number of function evaluations has been exceeded.	True	15259.956	15231.423	2425.591	2425.591
90	24	0.05365	ok	optimal	2.35093	2	Maximum number of function evaluations has been exceeded.	True	18130.237	18091.987	3419.95	3419.95
90	25	0.05822	ok	optimal	2.26977	2	Maximum number of function evaluations has been exceeded.	True	15391.837	14868.942	2980.775	2980.789
90	26	0.05483	ok	optimal	1.9738	2	Maximum number of function evaluations has been exceeded.	True	18339.422	18295.629	3382.759	3382.759
90	27	0.05414	ok	optimal	0.01878	5	NaN result encountered.	True	15467.05	14231.037	2570.755	2768.737
90	28	0.05399	ok	optimal	1.99407	2	Maximum number of function evaluations has been exceeded.	True	16534.219	16443.674	3466.174	3466.176
90	29	0.05878	ok	optimal	2.3256	2	Maximum number of function evaluations has been exceeded.	True	18943.759	18941.768	3412.469	3412.478
95	0	0.05562	ok	optimal	2.66947	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	18760.399	18639.165	3057.669	3057.705
95	1	0.08967	ok	optimal	2.11297	2	Maximum number of function evaluations has been exceeded.	True	19996.3	19511.673	3567.464	3567.469
95	2	0.06344	ok	optimal	2.33398	2	Maximum number of function evaluations has been exceeded.	True	19118.016	19021.244	3397.428	3397.458
95	3	0.05753	ok	optimal	2.29678	2	Maximum number of function evaluations has been exceeded.	True	15380.598	15200.349	2758.66	2758.685
95	4	0.05463	ok	optimal	2.73895	2	Maximum number of function evaluations has been exceeded.	True	17506.569	17394.894	3459.881	3459.894
95	5	0.05445	ok	optimal	2.39265	2	Maximum number of function evaluations has been exceeded.	True	21147.158	20947.264	3439.425	3439.456
95	6	0.17753	ok	optimal	2.65165	2	Maximum number of function evaluations has been exceeded.	True	19794.457	19789.997	3725.484	3725.591
95	7	0.05705	ok	optimal	2.35225	2	Maximum number of function evaluations has been exceeded.	True	18026.885	17983.742	3535.022	3535.105
95	8	0.05792	ok	optimal	2.548	2	Maximum number of function evaluations has been exceeded.	True	15686.233	15677.435	3057.474	3057.475
95	9	0.05297	ok	optimal	0.02489	5	NaN result encountered.	True	20598.37	20178.51	3823.895	3936.606
95	10	0.04694	ok	optimal	2.00746	2	Maximum number of function evaluations has been exceeded.	True	20444.197	19358.65	3179.753	3179.819
95	11	0.05828	ok	optimal	2.85739	2	Maximum number of function evaluations has been exceeded.	True	19737.664	19737.257	3512.468	3512.48
95	12	0.07007	ok	optimal	2.62322	2	Maximum number of function evaluations has been exceeded.	True	17995.989	17974.789	3517.479	3517.488
95	13	0.06458	ok	optimal	2.42228	2	Maximum number of function evaluations has been exceeded.	True	17939.948	17627.314	2701.536	2701.561
95	14	0.05505	ok	optimal	2.54778	2	Maximum number of function evaluations has been exceeded.	True	18852.592	18793.146	2665.14	2665.143
95	15	0.05531	ok	optimal	2.87284	2	Maximum number of function evaluations has been exceeded.	True	20630.532	20618.133	3648.013	3648.02
95	16	0.05277	ok	optimal	2.52975	2	Maximum number of function evaluations has been exceeded.	True	18051.474	18035.084	3358.583	3358.583
95	17	0.07262	ok	optimal	2.97659	2	Maximum number of function evaluations has been exceeded.	True	17861.495	17858.581	3442.952	3442.953
95	18	0.06594	ok	optimal	2.27547	2	Maximum number of function evaluations has been exceeded.	True	19732.055	19539.08	3323.811	3323.816
95	19	0.07292	ok	optimal	2.83497	2	Maximum number of function evaluations has been exceeded.	True	17224.231	17208.126	2373.488	2373.489
95	20	0.05915	ok	optimal	2.18741	2	Maximum number of function evaluations has been exceeded.	True	18216.108	18106.186	3174.846	3174.851
95	21	0.06573	ok	optimal	2.4051	2	Maximum number of function evaluations has been exceeded.	True	20560.052	20485.373	3822.817	3822.834
95	22	0.06018	ok	optimal	2.16115	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	16940.956	16697.572	2843.418	2844.175
95	23	0.06185	ok	optimal	2.5168	2	Maximum number of function evaluations has been exceeded.	True	16712.727	16689.162	3108.895	3108.902
95	24	0.06234	ok	optimal	2.29377	2	Maximum number of function evaluations has been exceeded.	True	18015.1	17842.473	3791.849	3791.853
95	25	0.06025	ok	optimal	2.47108	2	Maximum number of function evaluations has been exceeded.	True	16596.749	16557.931	3278.788	3278.791
95	26	0.06236	ok	optimal	2.22527	2	Maximum number of function evaluations has been exceeded.	True	18558.382	18267.247	3192.949	3193.826
95	27	0.05818	ok	optimal	2.34592	2	Maximum number of function evaluations has been exceeded.	True	16787.158	16730.772	2995.685	2995.688
95	28	0.06128	ok	optimal	2.57952	2	Maximum number of function evaluations has been exceeded.	True	16899.935	16895.018	3120.046	3120.05
95	29	0.05727	ok	optimal	2.26112	2	Maximum number of function evaluations has been exceeded.	True	19438.987	19136.8	2998.651	2998.969
100	0	0.0546	ok	optimal	2.74508	2	Maximum number of function evaluations has been exceeded.	True	18905.314	18557.31	3162.933	3162.97
100	1	0.06219	ok	optimal	3.045	2	Maximum number of function evaluations has been exceeded.	True	20398.632	20274.232	3800.675	3800.691
100	2	0.06283	ok	optimal	2.91289	2	Maximum number of function evaluations has been exceeded.	True	20320.45	19847.739	3747.241	3747.257
100	3	0.07471	ok	optimal	3.46489	2	Maximum number of function evaluations has been exceeded.	True	17251.056	17129.531	2766.621	2766.624
100	4	0.07383	ok	optimal	3.0326	2	Maximum number of function evaluations has been exceeded.	True	17464.153	17214.444	2727.207	2727.213
100	5	0.06859	ok	optimal	3.46938	2	Maximum number of function evaluations has been exceeded.	True	21098.521	20949.708	3213.036	3213.059
100	6	0.07864	ok	optimal	3.48356	2	Maximum number of function evaluations has been exceeded.	True	20076.876	19552.619	3414.133	3414.208
100	7	0.07049	ok	optimal	3.34588	2	Maximum number of function evaluations has been exceeded.	True	19208.267	19179.869	3512.379	3512.379
100	8	0.0754	ok	optimal	3.89173	2	Maximum number of function evaluations has been exceeded.	True	16202.008	16201.377	3037.188	3037.196
100	9	0.07156	ok	optimal	0.2909	5	NaN result encountered.	True	19987.745	19367.715	3829.994	3864.034
100	10	0.06848	ok	optimal	2.91843	2	Maximum number of function evaluations has been exceeded.	True	20986.818	20300.626	3542.714	3542.719
100	11	0.06833	ok	optimal	3.24171	2	Maximum number of function evaluations has been exceeded.	True	21297.305	20944.386	3213.22	3213.4
100	12	0.07075	ok	optimal	3.45694	2	Maximum number of function evaluations has been exceeded.	True	20126.839	19751.584	3405.464	3405.469
100	13	0.07731	ok	optimal	3.72736	2	Maximum number of function evaluations has been exceeded.	True	18615.373	18601.468	3044.339	3044.342
100	14	0.13641	ok	optimal	3.36573	2	Maximum number of function evaluations has been exceeded.	True	19782.971	19662.637	2741.702	2741.709
100	15	0.0764	ok	optimal	3.80078	2	Maximum number of function evaluations has been exceeded.	True	21954.97	21954.357	3579.542	3579.597
100	16	0.0697	ok	optimal	3.18279	2	Maximum number of function evaluations has been exceeded.	True	19051.036	18868.965	3180.862	3180.863
100	17	0.0822	ok	optimal	3.57271	2	Maximum number of function evaluations has been exceeded.	True	18439.384	18409.777	3545.503	3545.507
100	18	0.0775	ok	optimal	3.68911	2	Maximum number of function evaluations has been exceeded.	True	18582.389	18581.894	3501.766	3501.827
100	19	0.07606	ok	optimal	3.5027	2	Maximum number of function evaluations has been exceeded.	True	17789.694	17617.748	2777.126	2765.76
100	20	0.07041	ok	optimal	0.03609	5	NaN result encountered.	True	19612.658	18727.089	3392.197	3399.817
100	21	0.06664	ok	optimal	3.28391	2	Maximum number of function evaluations has been exceeded.	True	21904.585	21729.351	3760.773	3760.784
100	22	0.07405	ok	optimal	3.82555	2	Maximum number of function evaluations has been exceeded.	True	17394.336	17383.132	2732.129	2732.13
100	23	0.07393	ok	optimal	0.10773	5	NaN result encountered.	True	17906.961	17360.586	3229.714	3243.511
100	24	0.0669	ok	optimal	3.15302	2	Maximum number of function evaluations has been exceeded.	True	17568.879	17400.537	2967.428	2967.443
100	25	0.06971	ok	optimal	0.03706	5	NaN result encountered.	True	17911.965	17154.363	3096.108	3115.86
100	26	0.06889	ok	optimal	3.17636	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	18530.065	18298.883	2925.688	2926.774
100	27	0.07663	ok	optimal	4.08644	2	Maximum number of function evaluations has been exceeded.	True	18001.383	18000.315	3348.283	3348.285
100	28	0.07067	ok	optimal	0.04549	5	NaN result encountered.	True	18290.069	18275.127	3865.787	3742.97
100	29	0.07338	ok	optimal	3.3673	2	Maximum number of function evaluations has been exceeded.	True	19928.401	19740.59	3347.709	3347.714
105	0	0.07351	ok	optimal	4.01126	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	20233.896	20072.678	3353.911	3354.125
105	1	0.07142	ok	optimal	3.39511	2	Maximum number of function evaluations has been exceeded.	True	20809.789	20080.393	3522.964	3522.965
105	2	0.07089	ok	optimal	4.37958	2	Maximum number of function evaluations has been exceeded.	True	21209.907	21126.877	3465.061	3465.104
105	3	0.08067	ok	optimal	4.25894	2	Maximum number of function evaluations has been exceeded.	True	18728.174	18721.526	3320.949	3320.978
105	4	0.07601	ok	optimal	4.08292	2	Maximum number of function evaluations has been exceeded.	True	18472.149	18234.713	3204.509	3204.511
105	5	0.08443	ok	optimal	5.00989	2	Maximum number of function evaluations has been exceeded.	True	20939.022	20932.931	3387.807	3387.827
105	6	0.08362	ok	optimal	4.70389	2	Maximum number of function evaluations has been exceeded.	True	21315.701	21294.765	3308.216	3308.387
105	7	0.07515	ok	optimal	3.60479	4	Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.	True	19853.213	19089.176	3370.995	3371.032
105	8	0.07505	ok	optimal	0.02823	5	NaN result encountered.	True	17152.724	15385.163	3155.397	3251.127
105	9	0.07597	ok	optimal	4.69087	2	Maximum number of function evaluations has been exceeded.	True	21478.807	21463.726	4371.68	4371.682
